time,flow_1,flow_2,flow_3,flow_4,flow_5,flow_6,flow_7,flow_8,flow_9,flow_10,flow_11,flow_12,flow_13,flow_14,flow_15,flow_16,flow_17,flow_18,flow_19,flow_20,train or test
2022/1/7 14:00,29.5,14.3,51.4,27.2,3.1,64.2,7,,3.7,1.172,,1.596,,,,,,10.028,1.936,2.2,train
2022/1/7 15:00,31.2,14.1,52.3,31,3.6,70.9,9.1,,3.5,1.015,,1.396,,,,,,,1.684,2.1,train
2022/1/7 16:00,36.4,13.6,59.6,28.8,3.2,73.3,8.6,,4.4,1.458,,1.612,,,,,,,1.56,2.5,train
2022/1/7 17:00,40.3,19.7,69.5,45.4,3.8,82.4,12.2,,6.2,1.741,,2.472,,,,,,5.02,2.064,2.7,train
2022/1/7 18:00,49.3,24.3,80.4,58.8,6.2,95.2,18.1,,8.3,10.223,,3.176,,,,,,6.256,3.194,2.9,train
2022/1/7 19:00,55.6,29,85.8,61.9,6,105.1,18.1,,8.9,,,4.514,,,,,,8.708,3.974,3.3,train
2022/1/7 20:00,64,32.2,100.2,57.5,7.2,121.9,25.2,,11.8,,,6.874,,,,,,11.376,5.332,2.8,train
2022/1/7 21:00,70.4,42,121.8,80.9,11.7,165,33.4,,15,7.233,,8.268,,,,,,14.68,6.768,4.2,train
2022/1/7 22:00,73.4,49.7,135.2,79.7,13,175.9,40.5,,16.1,7.593,,8.756,,,,,,14.32,7.788,4.8,train
2022/1/7 23:00,101.5,36,105.2,93.7,8.3,121.6,28.9,,11.9,5.198,,6.906,,,,,,13.176,4.928,3.8,train
2022/1/8 0:00,37.1,23.6,69,60.9,5.7,70.7,15.7,,6,3.672,,3.232,,,,,,6.588,3.136,3.2,train
2022/1/8 1:00,23.6,12.2,40.6,26.3,2.2,38.3,8.3,0.8,2.5,1.26,3.5,1.214,1.4,1.9,1.6,3.5,4.6,3.932,1.15,1.4,train
2022/1/8 2:00,15.6,5,32.6,18.7,1.6,23.5,3.2,0.5,1.7,0.571,2.1,0.512,1.2,0.4,0.7,1.6,1.8,1.575,0.509,0.3,train
2022/1/8 3:00,12.4,3.9,25.1,15.1,1.5,16.6,1.9,0.3,0.9,0.131,1.1,0.462,0.7,30.7,0.4,0.7,1.4,1.042,0.394,0.3,train
2022/1/8 4:00,13.4,3.7,24.1,12.7,1.3,14.6,1.9,0.2,1.1,0.24,1.2,0.423,0.2,-30.3,0.4,0.6,1.5,0.967,0.297,0.2,train
2022/1/8 5:00,15,3.5,26,13.9,1.2,16.9,2,0.4,0.9,0.332,1.1,0.348,0.5,0.3,0.7,1.2,1.1,0.751,0.317,0.3,train
2022/1/8 6:00,24.3,7.6,34,21.6,2.1,32.8,4.1,0.7,2.8,0.814,2.4,1.16,1.4,1,1.3,2,3.1,1.704,1.251,1.1,train
2022/1/8 7:00,42,17.5,65.8,46.9,4.9,77.1,14,1.9,8.6,1.918,5.9,2.844,1.9,2.4,2.3,4.9,8.6,5.308,2.834,2.6,train
2022/1/8 8:00,55.3,25.3,93,66.8,9.1,116.2,23,40.6,12.4,4.153,7.8,5.632,38.9,4.2,3.9,85.1,147.4,9.996,5.142,3.5,train
2022/1/8 9:00,60.2,31.3,101.6,73.2,11.1,125.8,26.4,-32.3,12.7,5.358,9,5.688,-32,4.4,3.9,-68.8,-121.4,9.48,4.992,4.1,train
2022/1/8 10:00,38.2,31.3,99,67.5,9.6,127.8,24.4,3.5,11.1,5.284,8.8,5.332,2.7,3.5,3.2,7.7,13.1,9.824,5.408,4.3,train
2022/1/8 11:00,67.2,28.6,94.2,63.1,8.3,121.7,22.8,-18.9,10.1,4.294,-49.7,5,-20.7,3.2,-21,-44.6,-72.1,9.088,5.66,3.7,train
2022/1/8 12:00,20.5,26.3,90.8,59.3,8.8,107.6,20.3,62.3,8.8,3.624,168.7,3.57,67.6,56.2,59.6,144.5,242.5,8.14,4.622,2.8,train
2022/1/8 13:00,64.6,22.3,79.2,48.7,6.9,93.7,18.2,,7.6,2.901,,3.226,,,,,,7.796,3.782,3,train
2022/1/8 14:00,12.6,16.5,61.8,30.4,5.5,74,11.4,,6.7,1.618,,2.888,,,,,,5.776,2.832,1.6,train
2022/1/8 15:00,58.9,12.5,60.2,30.5,4.4,76.4,10.6,,5.6,1.69,,1.824,,,,,,4.404,2.562,2.1,train
2022/1/8 16:00,15.9,17.7,66.3,35,5.3,76.3,12.4,,5.8,1.826,,1.996,,,,,,5.024,2.768,1.9,train
2022/1/8 17:00,63.7,21.3,76.5,53.6,6.6,93.4,16.4,,8.6,3.175,,3.156,,,,,,6.636,3.12,2.5,train
2022/1/8 18:00,66.3,24.8,84.8,65.3,7.4,105,20,,9.1,2.648,,3.468,,,,,,7.804,3.314,3,train
2022/1/8 19:00,32.3,26.2,88.9,69.1,8.2,112.9,21.9,,11,3.414,,4.174,,,,,,8.44,4.124,2.8,train
2022/1/8 20:00,67.3,28.6,105.1,61.5,8.7,131.4,26.6,,11.6,4.286,,6.618,,,,,,11.636,4.738,3,train
2022/1/8 21:00,70.7,45.1,128.9,80.6,11,163.8,35.9,,15.2,7.217,,8.968,,,,,,15.224,6.446,4.8,train
2022/1/8 22:00,114.6,48.6,132.8,83.2,12,168.8,38.5,,16,7.027,,8.588,,,,,,13.96,6.524,5,train
2022/1/8 23:00,57.6,38.5,104.3,97.1,9.1,114.4,27.4,,9.9,5.135,,6.042,,,,,,12.788,5.012,3.4,train
2022/1/9 0:00,35.7,20.7,68.3,68.5,4,67.7,13.1,,6.1,4.184,,4,,,,,,6.988,2.308,2,train
2022/1/9 1:00,22.3,9.2,43,27.1,2.7,35.7,6.5,1,2.8,1.547,4.3,1.612,1.4,1.2,1.3,3,4.8,3.086,1.268,1.2,train
2022/1/9 2:00,14.4,4.3,30.9,16.9,1.6,23,3.5,0.6,1.2,0.253,2.3,0.49,1,0.5,0.5,1.4,3,1.64,0.82,0.7,train
2022/1/9 3:00,10.8,3.6,26.1,14.6,1.5,16.5,3,0.2,1.1,0.226,1.4,0.489,0.5,0.2,0.4,1.5,1.8,0.84,0.474,0.3,train
2022/1/9 4:00,10,2.6,24.6,12.8,1,14.7,1.8,0.3,0.9,0.199,1.1,0.3,0.4,0.2,0.4,1.2,0.9,0.666,0.164,0.2,train
2022/1/9 5:00,14.9,3,25.9,14.1,1.3,16.8,2.5,0.4,1,0.255,1.2,0.336,0.5,0.4,0.2,1.6,1.1,1.398,0.491,0.2,train
2022/1/9 6:00,24.1,6,34.2,19.7,1.8,29.6,4.3,0.9,2.5,0.792,1.7,1.019,1.1,0.5,0.6,2.3,2.5,1.65,1.131,1.8,train
2022/1/9 7:00,34.4,15.9,57.4,40.5,4.3,66.2,11.9,1.6,6.1,1.862,4.4,2.464,1.9,2.1,1.4,4.6,6.9,5.228,1.758,3.2,train
2022/1/9 8:00,51,24.9,85.6,60,6,97.5,19.1,3,9.6,3.169,7.2,4.87,3,4.1,2.2,6.9,11.7,8.808,3.52,2.8,train
2022/1/9 9:00,62.2,30.2,103.2,68.9,0,127.5,25.3,3.7,12.9,5.514,9.8,5.528,3.6,5,3.3,8.9,14.9,10.128,5.108,2.7,train
2022/1/9 10:00,60.8,30.8,99,69.5,0,130.5,27.2,3.3,11.6,5.078,8.6,4.85,3.3,4.9,3.4,7.8,16,9.776,5.166,3.6,train
2022/1/9 11:00,58.1,29.4,99.1,61.9,3.4,120.5,26.1,-17,10.5,5.041,-49.3,4.586,-18.6,-22.8,-17,-44.7,-72.6,10.044,5.134,3.8,train
2022/1/9 12:00,54.3,26.3,90.3,57.5,7.6,107,21.7,62.6,9.8,4.12,183,4.758,71.9,84.2,61.9,152.7,265.7,7.404,4.144,2.8,train
2022/1/9 13:00,47.1,22.6,80.4,49,6.8,95.2,18.4,,7.9,2.974,,3.288,,,,,,7.636,3.016,2.3,train
2022/1/9 14:00,36.5,17.3,67.2,30.1,5.2,76.8,14,,6.3,2.457,,2.74,,,,,,6.112,2.154,2.1,train
2022/1/9 15:00,34.8,16.6,61.1,32,4.9,74.8,12.7,,6,1.842,,2.242,,,,,,5.476,2.114,2.1,train
2022/1/9 16:00,42.6,18.6,73,37.1,4.8,82,13.3,,7.8,2.775,,2.558,,,,,,5.288,2.54,2.2,train
2022/1/9 17:00,49,22.6,83,57.9,6.6,96.9,15.8,,9.9,2.585,,3.954,,,,,,6.588,3.336,2.2,train
2022/1/9 18:00,54.5,28,89.1,70.9,7.9,109.8,21.5,,10.4,4.022,,4.926,,,,,,9.604,3.932,2.5,train
2022/1/9 19:00,62.7,32.6,99,80.1,9,123.1,24.1,,11.7,4.053,,5.14,,,,,,8.884,4.366,3.4,train
2022/1/9 20:00,70.2,40.5,117.6,72,9.4,153.9,31.2,,14.2,6.286,,8.092,,,,,,11.884,6.546,3.9,train
2022/1/9 21:00,71.4,49.6,137.9,85,12.8,187.1,42.5,,17.9,8.925,,9.092,,,,,,16.56,8.184,3.9,train
2022/1/9 22:00,71.9,47.7,133,83.4,11.3,162.9,37.5,,17.7,8.792,,8.166,,,,,,16.604,7.644,5,train
2022/1/9 23:00,53.5,34.4,104.9,89,6.3,101.5,23.1,,10.2,4.572,,4.65,,,,,,12.348,5.088,4.4,train
2022/1/10 0:00,32.8,16.5,60,67.8,3.7,54.4,11.4,,4.2,6.105,,9.351,,,,,,15.505,6.854,1.8,train
2022/1/10 1:00,20.5,7.8,36.9,21.8,2.6,27.6,5.4,0.6,1.5,,2.3,,1.1,1.5,1.1,3.3,3.8,,,0.7,train
2022/1/10 2:00,17.1,3.6,27.3,15.8,1.1,18.1,2.8,0.3,1.7,,1.7,,0.7,0.8,0.4,1.2,1.9,,,0.2,train
2022/1/10 3:00,15.9,3.3,25.8,12.1,1.2,14.9,2,0.4,0.9,,1.3,,0.4,0.2,0.4,0.7,1.5,,,0.4,train
2022/1/10 4:00,15.9,2.9,24,12.9,1.1,15,1.4,0.3,1.1,,0.9,,0.4,0.1,0.2,0.5,1,,,0.1,train
2022/1/10 5:00,20.4,3.1,25.9,14.7,1.4,18.8,2.5,0.4,1.1,,1.2,,0.5,0.4,0.7,0.9,1.4,,,0.5,train
2022/1/10 6:00,31.3,10.7,44.9,32.7,3.6,51.8,9.1,1.6,6.1,,3.1,,1.7,1.6,2.2,2.7,5.2,,,1.8,train
2022/1/10 7:00,47.3,21.7,77.6,55.8,7.1,103.6,20.1,2.8,9.4,3.129,6.5,4.708,2.6,3.7,2.7,6.6,12.1,7.888,3.796,2.9,train
2022/1/10 8:00,52.7,26.6,94.8,65.5,8.2,120.3,22.3,3.4,10.2,4.112,8.4,5.554,3.1,4.6,3.1,6.5,12.5,9.328,4.58,3.4,train
2022/1/10 9:00,53.9,27.3,93.2,59.4,6.5,122.2,17.8,3,7.5,3.576,8.3,4.064,2.5,4,2.2,5.1,10.3,7.604,4.872,3.5,train
2022/1/10 10:00,50.6,25.2,76.4,56.1,6.3,102.7,16.7,1.9,6.5,2.809,6.9,3.74,2,3,2.2,6,9,6.376,2.66,3.2,train
2022/1/10 11:00,53.4,23.1,78.4,50.4,6.2,95,15.2,-16.7,7.3,3.146,-45.7,3.376,-17.7,-22.7,-16.7,-38.1,-65.9,6.028,2.71,2.5,train
2022/1/10 12:00,47.5,22.1,78.9,51,5.2,95.2,15.2,21.2,7.1,3.023,59.5,2.98,22.8,28.9,20,47.9,87.2,5.708,3.172,2.9,train
2022/1/10 13:00,40.3,18.7,65.9,38.7,4.3,74.2,11.8,1.9,6.3,1.953,5.1,2.154,2.1,2.1,2,3.8,7,3.856,2.646,2.2,train
2022/1/10 14:00,31.3,13.8,55.2,28.5,3.8,65,8.7,1.2,4.3,1.295,3.8,1.748,1.6,1.2,1.8,2.8,5.8,2.874,1.884,1.8,train
2022/1/10 15:00,33,19.6,57.2,34.2,3.4,73.2,8.2,0.8,3.9,0.888,3.6,2.054,2,1,0.9,2.5,4.4,3.184,1.556,2.1,train
2022/1/10 16:00,33,15.8,61.1,29.4,3.5,72,8.4,1.2,4,1.469,3.9,2.17,2.1,1.4,1,2.6,5,3.296,1.616,2.1,train
2022/1/10 17:00,44.6,18.9,72,49.7,5,87,13.3,1.9,7,2.103,6.2,2.906,2.6,2.5,1.5,4.5,7.3,4.852,2.38,2,train
2022/1/10 18:00,50.8,24.2,82.4,64.6,6.4,96.7,16.6,2.7,10.2,3.135,8.1,3.672,2.5,3.6,2.2,6.2,9.3,6.876,3.2,2.3,train
2022/1/10 19:00,59.5,30,90.9,71.6,7.9,114.9,23,3,10.8,3.893,8.8,3.958,3.9,4.3,2.9,7.2,12.1,8.444,4.294,2.9,train
2022/1/10 20:00,68.5,35.2,111.6,63.3,9.7,134.2,28.7,4,12,5.826,11.8,6.842,5.1,5.4,3.6,11,15,11.624,5.538,3.9,train
2022/1/10 21:00,96.7,48.2,135.7,84.6,12.8,181.3,38.7,5.9,18.2,7.3,14.7,9.146,5.8,8.5,5.1,12.9,20.8,16.312,7.6,4.4,train
2022/1/10 22:00,91.8,45.5,143.1,82.1,12.5,169.6,38.1,5.9,17.2,7.767,15.7,8.356,5.6,7.7,5.7,13.4,23.7,16.252,7.636,5.6,train
2022/1/10 23:00,57,32,103.2,92.1,6.8,106,26.6,3.6,9.7,5.744,9.9,6.72,4.9,6,3.5,8.6,17,12.216,4.55,3,train
2022/1/11 0:00,30.4,14.7,61.2,67.6,3.5,55.9,11.5,1.3,5.1,2.02,5.8,2.918,2.5,3,1.7,6.2,8.2,5.64,2.03,1.7,train
2022/1/11 1:00,18.4,6.4,33.4,21.1,2.2,28.8,4.7,0.6,1.5,0.726,2.5,0.605,1.4,1,0.8,2.4,3.4,1.928,1.141,1,train
2022/1/11 2:00,14,4.3,26.4,15.1,1.6,18.6,2.2,0.4,1.4,0.639,1.6,0.573,0.7,0.3,0.7,1.1,1.6,1.069,0.482,0.3,train
2022/1/11 3:00,12.4,3.4,23.4,12.4,1.1,15.7,1.9,0.4,1.3,0.184,1,0.237,0.4,0.1,0.4,0.6,1.4,0.858,0.266,0.2,train
2022/1/11 4:00,12.8,2.3,23.6,12.4,1.1,14.8,1.5,0.3,0.6,0.142,0.9,0.2,0.3,0.1,0.2,0.6,1.3,0.721,0.252,0.4,train
2022/1/11 5:00,19.1,3.6,25.2,14.8,1.2,18.5,2.3,0.4,1.2,0.163,0.8,0.199,0.4,0.2,0.6,0.9,1.6,0.837,0.456,0.4,train
2022/1/11 6:00,28.6,10,41.5,31.2,3.2,49.4,8.2,1.3,5.5,1.444,2.9,1.638,1.5,1.7,1.7,2.7,5.2,3.456,1.702,2.5,train
2022/1/11 7:00,48.7,23.2,76.8,56.1,6.7,100.1,18.3,3.1,10.1,2.944,6.3,4.42,3.5,3.2,2.5,6.7,12,8.208,3.786,2.9,train
2022/1/11 8:00,52.6,25.7,92.5,62.2,7,115.1,20.4,2.7,8.9,4.303,7,4.212,3,4.1,2.4,6.8,13,8.992,4.326,3.5,train
2022/1/11 9:00,52,22.2,88.2,54.5,7.1,105.6,16.8,2.4,7.6,3.628,6,3.884,2.7,3.4,2.8,5,9.4,6.592,3.404,3.6,train
2022/1/11 10:00,45,20.1,75.8,49.3,5.8,96.3,13.3,2.4,7.3,3.072,5.9,3.802,2.1,2,2,4.8,8.7,5.584,2.504,3,train
2022/1/11 11:00,46.6,21,74.2,47,4.8,91.7,15.5,1.4,6.9,2.411,6.1,3.422,2.3,2.7,2.3,4.7,9.5,6.588,3.196,2.5,train
2022/1/11 12:00,46.6,20.8,73.9,49.2,5.8,92.4,14.4,1.9,6.8,2.571,6.8,3.168,2.1,2.6,2,4.8,9.8,4.6,6.967,3,train
2022/1/11 13:00,39.4,18.8,65.3,41,4.7,75.4,12.3,1.8,5.5,1.837,5.6,2.248,1.8,2.1,1.2,4,8,4.62,,2.4,train
2022/1/11 14:00,30.4,15.4,53.7,23.7,3.6,60.6,8,1,3.8,1.193,4.2,1.444,2,1.5,1.2,2.6,5.3,3.384,,1.7,train
2022/1/11 15:00,29.7,18.9,56,24.2,3.4,61.2,7.6,1.3,3.2,1.053,3.4,1.546,2.2,1.5,1.1,2.5,12.3,2.9,1.58,2.1,train
2022/1/11 16:00,34.7,15,61.7,28.6,3.9,69.9,8.5,1.6,4.7,1.653,3.9,2.24,1.8,1.9,1,2.5,5.1,3.992,1.883,2,train
2022/1/11 17:00,43.7,19.4,72.9,46.2,4.4,87.5,12.3,1.8,7.6,2.423,5,3.056,2,2.3,1.4,4.8,7.4,5.848,2.018,2.3,train
2022/1/11 18:00,51.9,24.2,83.7,61.3,6.2,99.8,17.7,2.8,8,2.881,7.1,3.612,2.4,3.5,2.4,6,11.4,7.416,3.258,2.7,train
2022/1/11 19:00,53,26.1,89.4,67,6.7,110,19,3.3,9.2,3.269,8.3,4.65,3.3,3.7,3.1,7.3,12.1,8.196,3.94,3.4,train
2022/1/11 20:00,63.4,33.2,105.3,65.5,8.3,134.1,26.1,2.9,10.8,4.154,11.2,5.138,3.7,5.9,3.6,10.1,14.5,11.392,6.472,3.5,train
2022/1/11 21:00,71.3,45.6,130.9,83.5,10.7,179.5,37.7,6,16.1,7.293,15.5,8.4,5.1,7.9,5,11.5,21.1,15.336,8.412,4,train
2022/1/11 22:00,71.5,49.7,141.4,82.1,12.9,178.9,40.2,5.5,17.3,8.582,17.2,9.25,6,10,6.2,12.2,22.8,16.344,7.76,4.8,train
2022/1/11 23:00,60.8,37.5,112.3,96.3,7.6,119,27.8,3.5,11.8,6.016,11.8,6.556,5.5,6.8,3.6,10,16.8,14.104,4.576,4.2,train
2022/1/12 0:00,34.6,18.5,66.8,68.3,4.5,61.7,12.9,2,5.3,2.777,5.9,3.208,3.3,3.4,2.2,6,9,5.604,1.47,2,train
2022/1/12 1:00,20.6,8.7,38.9,22.3,2.2,30.2,4.8,0.7,1.9,1.209,2.9,1.34,1.5,1.5,0.6,2.1,4.1,2.364,0.706,0.9,train
2022/1/12 2:00,17.3,4.9,29.6,14.9,1.1,20,3.2,0.3,2,0.267,1.6,0.646,0.6,0.3,0.4,1.2,2.1,1.28,0.446,0.4,train
2022/1/12 3:00,14.5,3.2,24.7,12.1,1,16,2.4,0.2,1,0.118,1.3,0.488,0.4,0.2,0.2,1.1,1.9,0.979,0.209,0,train
2022/1/12 4:00,14.4,2.6,24.4,11.3,0.9,15.4,1.6,0.3,0.8,1.454,0.9,0.235,0.5,0.4,0.2,0.6,1.2,0.497,0.278,0.2,train
2022/1/12 5:00,15.8,2.8,26,12.8,1.2,17.7,1.8,0.6,0.9,,1,0.38,0.8,0.2,0.4,0.8,1.6,0.827,0.593,0.3,train
2022/1/12 6:00,23.5,7.6,36.1,23.7,2.8,36.6,6.2,1.1,3.8,,2.4,1.286,1.8,1,1.2,2.1,4.2,18.98,1.198,1.4,train
2022/1/12 7:00,44,21,72.4,54.6,6.7,97,18.5,2.6,9.7,3.166,6.1,4.466,5.8,3.9,2.7,5.6,12.4,,3.396,2.6,train
2022/1/12 8:00,57.1,30.5,98.1,66.4,7.8,123.5,23.4,3.2,11.3,3.955,8.3,5.61,3.6,5.3,3,7.8,13.5,,4.514,3.6,train
2022/1/12 9:00,56.2,28.9,94.9,59.6,5.3,115.4,20,2.9,9.2,3.99,7.9,4.386,2.9,4.2,2.9,5.9,12.8,7.568,3.566,3.6,train
2022/1/12 10:00,53.5,23.6,81.5,52.6,6.3,103.5,17.2,2.1,7.9,3.15,6.5,4.442,2.5,3.4,1.9,6.2,11.5,26.432,2.688,3,train
2022/1/12 11:00,54,22.2,80,52.4,5.4,98.2,15.1,1.8,7.5,3.57,7.2,3.188,2,2.7,2.3,5.8,10.4,,2.828,2.7,train
2022/1/12 12:00,50.5,21.1,74.1,47.9,5.3,89.7,15.7,2.4,7.1,2.386,7,3.172,2.3,2.8,2.2,6.3,9.4,,2.97,2.9,train
2022/1/12 13:00,43.6,20.3,66.6,40.7,4.4,76.1,12.1,2,5.3,2.018,4.6,2.672,1.8,2.6,1.6,4.4,7.9,,2.362,2.5,train
2022/1/12 14:00,36.2,14.8,56.2,24.7,3.3,65.1,7.8,1.4,3.5,1.47,3.8,2.512,1.5,1.8,1.6,3.1,5.7,,10.744,2.1,train
2022/1/12 15:00,36.8,16.7,55.1,27.3,3.5,70.8,8.3,1.2,3.9,1.016,2.8,1.674,1.3,1.1,1.4,2.3,5.5,3.456,,1.6,train
2022/1/12 16:00,37,13.6,59.4,31.7,3.5,73.7,9.7,1.4,4.9,6.967,3.5,1.664,1.6,1.5,1.6,3.3,5.9,3.848,,2,train
2022/1/12 17:00,45,21.3,70.6,45.6,4.7,85.7,14.2,1.8,7,,5.2,2.844,1.9,2.5,1.8,4.7,8.7,4.852,,2.4,train
2022/1/12 18:00,50.5,22.9,80.1,62.2,6.8,101,17.9,2.8,8.7,,7.1,3.56,2.3,3.9,2.5,6.8,10.1,27.676,,2.6,train
2022/1/12 19:00,58.3,29,90.5,72,7.1,115.2,20.8,2.9,9,3.471,8.3,4.364,2.7,4,2.5,7.5,12.7,,4.094,2.3,train
2022/1/12 20:00,67.1,34.9,112.3,66.8,9.2,140.2,26.3,3.1,13,4.915,12,6.512,5.9,5.4,4,10.3,17,,5.244,3,train
2022/1/12 21:00,108.1,46,131.7,85.5,12.3,175.6,38.8,5.7,17.8,7.209,14.4,8.536,5.7,8.7,5,12.5,21.2,15.608,6.848,4.8,train
2022/1/12 22:00,71,47.9,137,83.7,12,174.6,40.1,5.9,17,8.775,15.4,7.634,6.4,10.1,6.1,12,21.9,17.4,7.592,4.7,train
2022/1/12 23:00,55.5,32.5,107.3,94.8,7.6,114.3,26.5,3.2,11.2,5.635,10.9,6.436,5,5.9,4.3,9.9,17.1,12.756,4.618,4.1,train
2022/1/13 0:00,30.3,16.3,66.4,68.7,3.9,60.4,12.4,1.5,5.1,3.554,6.5,2.806,2.5,2.8,2.2,5.3,9.4,6.031,2.376,2,train
2022/1/13 1:00,18.3,6.1,36.4,22.1,2,30.9,4.8,0.5,2.2,1.033,2.3,1.052,1.6,1.5,1,2.9,3.8,2.496,0.491,0.9,train
2022/1/13 2:00,15,4.9,29.7,18.6,1.3,17.4,3.2,0.4,1.5,0.461,1.5,3.711,0.9,0.5,0.5,1.2,2.3,1.206,0.268,0.7,train
2022/1/13 3:00,9.9,2.6,26.9,15.3,1.1,14.4,2.1,0.3,0.6,0.35,1.1,,0.4,0.2,0.2,0.6,1.4,1.028,0.133,0.2,train
2022/1/13 4:00,9.9,2.1,25.2,14.1,1.3,14.6,1.8,0.3,0.9,0.156,0.8,,0.5,0,0.2,0.4,1.1,0.671,0.398,0.1,train
2022/1/13 5:00,16.6,3.1,25.9,16.7,1.5,16.6,2.5,0.6,0.8,0.207,0.9,,0.6,0.2,0.5,0.9,1.1,1.153,0.517,0.4,train
2022/1/13 6:00,25.7,7,36.5,25.1,2.5,35.2,6,1.2,3.1,1.041,2.2,,1.4,0.8,1.3,1.8,3.8,2.409,0.94,1.4,train
2022/1/13 7:00,41.9,20.5,66,52.2,5.4,86.6,16.2,2.8,8.9,2.507,5.7,3.496,3,3.9,3,5.4,9.6,7.092,2.824,2.9,train
2022/1/13 8:00,57.8,26.6,89.4,63.2,7.6,109.9,18.9,3,10.2,4.177,6.9,5.124,3.2,4.5,3.4,7.1,12.4,8.392,4.358,3,train
2022/1/13 9:00,56.9,23,95,65.8,6.9,113.9,18.8,2.5,8.5,3.554,6.8,4.092,2.7,4.4,2.9,6.4,12.8,7.468,3.468,3.9,train
2022/1/13 10:00,53,23.9,80,50.9,7.3,100.8,17.2,2.1,7.8,2.686,6.7,3.446,1.9,3.1,1.7,5.2,10.6,7.42,2.778,2.9,train
2022/1/13 11:00,54,23.6,74.8,45.1,6.1,94.2,15.7,2.9,7.5,2.659,6.6,3.598,2,3.4,1.5,5.3,9.5,5.92,2.32,3.3,train
2022/1/13 12:00,51,21.6,72.9,55.2,5.9,88.6,14.8,2.1,6.6,2.603,6.3,3.318,2.2,2.5,1.8,5.1,9.9,5.316,2.63,3.8,train
2022/1/13 13:00,43.2,17.9,68.1,51.2,4.9,79.2,11.8,2,5.5,1.986,5.1,2.458,1.8,2,1.7,4.6,7.3,5.172,2.592,2.6,train
2022/1/13 14:00,31.6,13.5,53.8,29.2,3.8,64.6,7.9,1.5,4.1,1.156,4,2.388,1.5,1.4,1.6,2.9,5.6,2.836,1.354,2.2,train
2022/1/13 15:00,34.3,11.6,51.2,27.8,3.4,73.4,8.1,1.1,3.1,1.469,3.8,1.494,1.2,1.2,1.1,2.7,5.2,3.024,1.448,8.6,train
2022/1/13 16:00,38.2,14.6,60,30.6,3.5,70.4,9.4,1.5,4.4,1.523,2.8,1.684,1.3,1.2,1.6,3.2,7.1,3.776,1.538,9.4,train
2022/1/13 17:00,44,20.6,70.4,46.2,4.5,82.9,13.5,2.1,6.5,2.131,4.7,2.3,2.1,2.1,2.1,4.3,8.2,5.172,2.48,9.5,train
2022/1/13 18:00,51.5,23.9,82.9,63.5,6,98.7,16.9,3.3,7.7,2.727,7.2,4.15,2.9,3.2,2.5,6.8,9.5,7.856,3.132,9.7,train
2022/1/13 19:00,58.8,27.6,94.3,67.3,6.6,111,20.1,3.2,8.3,3.334,7.6,4.66,3.4,3.9,3,7.5,11.2,8.652,3.372,9.6,train
2022/1/13 20:00,66.7,35.8,109.3,65.8,8.3,133,25.6,3.6,10.1,4.593,10.6,4.86,3.9,5.6,3.2,10,14.5,14.268,5.818,5.8,train
2022/1/13 21:00,71.5,43.5,134,82.2,11.7,178.2,35.6,4.8,17.3,6.984,14,9.492,5.3,8.5,4.5,12.5,21.1,15.532,6.312,3.9,train
2022/1/13 22:00,102.8,49.1,136.5,82.3,11.5,174.1,40.4,6.2,17.6,8.271,13.8,9.572,6.6,8.2,5.2,13.3,23.6,15.124,7.856,4.5,train
2022/1/13 23:00,57.5,35.7,111.4,99,7.6,116.7,26.8,3.8,11.1,5.341,12.5,6.106,4.9,6.4,4.1,9,17.9,12.384,4.312,3,train
2022/1/14 0:00,33.3,17.6,66.7,65.7,4.7,61.6,13.5,1.6,5.1,4.524,6.7,3.032,2.5,3.8,2.7,5,8.6,5.808,4.133,1.6,train
2022/1/14 1:00,21.4,8.8,36.5,22.3,2.2,32.7,6.1,0.8,2.3,,2.7,1.478,1.3,2.5,0.8,2.3,2.8,1.968,,0.8,train
2022/1/14 2:00,15.3,5.4,30,16,1.4,21.8,3.1,0.2,1.5,,1.9,0.62,0.5,1.6,0.3,1.2,1.5,1.431,,0.1,train
2022/1/14 3:00,13.3,3.3,26,13.3,1,16.9,2.1,0.1,1.2,,1.1,0.232,0.7,1.3,0.1,0.8,1.2,0.916,,0.2,train
2022/1/14 4:00,12.7,3,25.3,13.1,0.9,16.3,2.4,0.2,0.9,,0.8,0.289,0.6,1.3,0.2,0.7,0.8,0.574,,0,train
2022/1/14 5:00,15.2,3.8,26.2,14.9,1.1,18,2.6,0.4,0.8,0.224,0.7,0.365,0.9,1.3,0.2,1.1,1.4,0.688,0.45,0.2,train
2022/1/14 6:00,24.5,7.5,36,23.2,2.3,37.3,5.8,1,3.5,1.218,1.6,0.858,1.3,2.3,1.1,1.6,3.6,2.074,1.29,0.5,train
2022/1/14 7:00,42.6,20.8,69.3,54.6,6.3,97,17.2,2.6,9.1,3.06,5.5,4.844,2.4,3.8,2.6,5.9,11.1,7.812,2.814,2.5,train
2022/1/14 8:00,53.8,28.2,88.4,63,7.1,132.8,23,2.9,9.5,3.881,7.1,5.64,3.2,3.8,3.1,7.3,12.7,9.6,5.006,3,train
2022/1/14 9:00,53.4,27.6,94.3,63.2,4.9,131.2,21.4,3.4,9,4.224,8.4,5,3,3.8,2.6,6.4,12.3,8.192,3.952,2.2,train
